"","PCDDF_P05","PCDDF_P95","PCDDF_pred","PCDDF_sample","y"
"159",0.830058477727529,3.12766857372067,1.58768058213738,2.48745349041339,0.524590163934426
"57",0.844886786607676,3.02698949997929,1.58774198340291,2.6626813560012,0.530054644808743
"75",0.788188246722348,3.14810995606983,1.58965665407258,1.07174832857229,0.53551912568306
"6",0.829221474146214,3.1800960123961,1.59279535891934,0.757129825827277,0.540983606557377
"80",0.782646252918334,3.16586621827316,1.60822987775432,0.893213334977813,0.546448087431694
"129",0.855042769069497,3.21886436772878,1.61529986913103,3.60708908006468,0.551912568306011
"62",0.847501051384095,3.27051501572548,1.63960485647099,1.60382079291999,0.557377049180328
"87",0.798782322599831,3.27905767026382,1.64036549034577,3.58089289549879,0.562841530054645
"152",0.877176404936897,3.15235820197067,1.6446100171675,0.677799702789899,0.568306010928962
"56",0.869786225984495,3.21174809694013,1.64823792130917,1.9684033494394,0.573770491803279
"29",0.872486723049979,3.11497508746113,1.64900310210929,1.01215464069228,0.579234972677596
"113",0.883769325724862,3.27671929842436,1.66284640970369,1.3385450097083,0.584699453551913
"182",0.87046173049444,3.31007307023117,1.67776120107474,1.63578338022345,0.590163934426229
"49",0.911209910576371,3.2559659239216,1.68329590938933,1.27871273181441,0.595628415300546
"178",0.878785724104747,3.15009445297211,1.68964475129056,1.80991987940112,0.601092896174863
"118",0.898060222088753,3.3278407691563,1.70913493326171,2.62688841545632,0.60655737704918
"179",0.893084625350693,3.20275544851794,1.71591947111377,0.930731392619767,0.612021857923497
"7",0.855394335286335,3.35414468899779,1.71765589664733,2.64844235585905,0.617486338797814
"120",0.91204486545016,3.32948926806917,1.72578750139012,2.44169258361105,0.622950819672131
"52",0.920831500650078,3.32197533220591,1.74833904988215,1.56946053821377,0.628415300546448
"161",0.938880472705078,3.36534773536178,1.76236891648047,1.7774202395438,0.633879781420765
"110",0.951259477228527,3.261204815017,1.77180758151316,1.33291750737793,0.639344262295082
"22",0.952078393059368,3.33342341809587,1.78685781858607,2.11620338762985,0.644808743169399
"44",0.927378493288301,3.49696999350952,1.80053582478973,1.13924230517632,0.650273224043716
"13",0.970115210009267,3.45596695433104,1.80427489013203,1.70977379245868,0.655737704918033
"12",0.939208903596596,3.46357509278052,1.80669922462841,1.33547198263277,0.66120218579235
"1",0.942274107188897,3.61354406007541,1.81821696809214,0.861499401080249,0.666666666666667
"61",0.965995876221546,3.58277212957427,1.83541841047283,1.57535729690285,0.672131147540984
"171",0.958479828100092,3.53153942830319,1.83757050232742,1.85790884343241,0.677595628415301
"74",0.945817988042643,3.47725407584822,1.84450495619563,0.951889697624812,0.683060109289617
"54",0.956248470927419,3.64668129278083,1.84655932151914,1.72712551188531,0.688524590163934
"114",0.947110218122015,3.63098765783104,1.85032289106707,1.80177135850196,0.693989071038251
"180",0.997284650260234,3.5115259295473,1.85529288593075,1.53388642407245,0.699453551912568
"24",0.985060614490178,3.51071063959303,1.86118720731724,1.35049576461515,0.704918032786885
"17",1.00260343835781,3.59453469961372,1.86669506913617,1.13019899242259,0.710382513661202
"137",0.976764171405373,3.68360442923381,1.88910485543485,4.04945527809011,0.715846994535519
"102",0.996290743754555,3.70944036932136,1.89097345245115,2.54816746172293,0.721311475409836
"81",0.983414946170327,3.56774325570505,1.89148066080126,1.99603980674341,0.726775956284153
"34",1.01122099636752,3.71016902525535,1.89185290296161,2.29448036655242,0.73224043715847
"140",1.00240355564568,3.66567797693941,1.90005925015118,1.73741247426003,0.737704918032787
"151",1.03358341196944,3.67977900122731,1.91185407264625,2.8768778250572,0.743169398907104
"97",1.00436950991069,3.65870339812849,1.93203306578284,0.895843509089189,0.748633879781421
"123",1.04892321427138,3.69057285989073,1.93874386760977,2.76907274510969,0.754098360655738
"69",1.05157443231028,3.79806308508893,1.970021477405,1.78177911739098,0.759562841530055
"165",1.05167245139467,3.85064032353516,1.99068566756105,2.75868160694872,0.765027322404372
"85",1.04795683537305,3.77384373964755,2.01379501280882,2.51843977435469,0.770491803278688
"139",1.04715229078866,3.92057862238824,2.02830659084616,1.498015017179,0.775956284153005
"93",1.09672550385176,4.06333317083371,2.03662039248685,2.21334985781931,0.781420765027322
"173",1.07061898720794,3.84243278184393,2.04214328852786,3.23766564497292,0.786885245901639
"150",1.07874069821987,4.15704764548873,2.08362230428,1.59608668088957,0.792349726775956
"184",1.11521101733672,4.05825293964409,2.12335501068872,1.08379315498293,0.797814207650273
"155",1.09522660570028,4.08116813011963,2.15431417178197,2.32195358839428,0.80327868852459
"5",1.14065002384351,4.06733195540181,2.1941427552925,1.53113896779125,0.808743169398907
"98",1.14093967172147,4.36096052771336,2.20857790283302,1.15593427821184,0.814207650273224
"46",1.17873684370334,4.25276741744032,2.23143608673261,2.55015502713495,0.819672131147541
"115",1.15754418312097,4.29498080185641,2.24051969211413,1.29239180177823,0.825136612021858
"175",1.16684270740766,4.20499875045707,2.240955700421,2.05528912218743,0.830601092896175
"92",1.21567367686914,4.29934725317256,2.27654404018779,2.4894072140438,0.836065573770492
"58",1.18025465078153,4.36688815994052,2.27984033906918,3.03685020741003,0.841530054644809
"35",1.23975792599085,4.369381292443,2.30254904535223,2.05251154649433,0.846994535519126
"101",1.26866617508086,4.5445050922487,2.35097762404791,1.96900135881268,0.852459016393443
"86",1.21746980434839,4.47086454133525,2.36809728212644,1.13530720904698,0.85792349726776
"144",1.22651013796562,4.54236078472004,2.37088892407924,3.76742983178005,0.863387978142076
"112",1.22894851514712,4.62659087139766,2.37879632125764,5.18991721214587,0.868852459016393
"59",1.27789068339425,4.49955570767046,2.39449588470835,1.96913046217546,0.87431693989071
"108",1.25914812464789,4.58279215671761,2.39507648663925,2.38129442532721,0.879781420765027
"153",1.28705282584898,4.50834503233593,2.4166293312149,3.13847425166728,0.885245901639344
"183",1.28118333561594,4.68129784104549,2.44627084494487,1.04847521817277,0.890710382513661
"130",1.28497393312411,4.66687058594071,2.46067618530412,3.39400735892924,0.896174863387978
"147",1.22761041499992,5.1427318121829,2.50513425830028,3.777812175274,0.901639344262295
"154",1.35007492448769,4.83161975948614,2.60019889316279,4.06019780988178,0.907103825136612
"79",1.33254477748953,5.43960546911007,2.62522982195891,2.80543535620745,0.912568306010929
"141",1.42709465334094,4.82241900292608,2.62669406446266,1.96154065675095,0.918032786885246
"10",1.39231592811663,4.89853285550898,2.63237290317609,2.53393019953903,0.923497267759563
"11",1.41196652613943,4.94322683911742,2.65964529311738,3.38855252545661,0.92896174863388
"73",1.43401949186634,5.11582439427354,2.69015316105359,2.51944911407475,0.934426229508197
"117",1.42637527882804,5.28884989059801,2.74818913535101,2.32767118057621,0.939890710382514
"40",1.44009940255247,5.46382253276251,2.84488681872105,2.662521106091,0.945355191256831
"84",1.48342910145098,5.68224097728114,2.88944327719181,2.76664037219572,0.950819672131147
"66",1.5328709787847,5.46767805780093,2.92982066057244,2.26170074237373,0.956284153005464
"90",1.2999803180728,8.32462177652982,2.95549092513617,3.43557548175003,0.961748633879781
"91",1.5933084350462,5.91359939488194,3.10187565670699,2.01371196114468,0.967213114754098
"4",1.69283176565793,6.13298857805182,3.26055167455555,5.07561833265189,0.972677595628415
"158",1.72421775951054,6.19627625501234,3.30851629433485,3.29210443177236,0.978142076502732
"65",1.70186349107645,6.84800164259971,3.43243560188948,6.7086275498532,0.983606557377049
"76",2.17710807656192,8.15741222001296,4.14781334677492,7.88258931364569,0.989071038251366
"142",2.24760622079965,8.23474846751694,4.3785401893694,4.0170014262763,0.994535519125683
"145",3.46729342591637,17.661273657223,7.65850533332266,7.18838737822723,1
