"","SUM_P05","SUM_P95","SUM_pred","SUM_sample","y"
"161",1.41477387870996,4.13331720075949,2.40883707559278,2.84024422778866,0.573770491803279
"178",1.42677119620597,4.00322112747624,2.41995967873811,1.19888788494925,0.579234972677596
"87",1.39762226769941,4.1296340008976,2.42409771652945,1.57478042852494,0.584699453551913
"110",1.49253255911893,3.92434548286749,2.42457323167497,6.05292098643006,0.590163934426229
"44",1.4470886734255,4.2448243476517,2.45778412402473,2.64142807566991,0.595628415300546
"80",1.43209039237664,4.20536791131676,2.47821384951566,4.08792612043019,0.601092896174863
"51",1.5196962276543,4.05564600274567,2.4815788743889,2.43533473983005,0.60655737704918
"140",1.46767155344324,4.34232849468535,2.48456344571207,2.20576462661397,0.612021857923497
"12",1.47407229043523,4.34678075838611,2.49062012704643,1.8180494552403,0.617486338797814
"49",1.53386359489378,4.14959623583857,2.50751896713068,2.4808996944293,0.622950819672131
"120",1.53311824883447,4.33104648199382,2.51130569487135,2.36210998501308,0.628415300546448
"171",1.49840336812833,4.32027225896215,2.51994915046719,2.74220609865506,0.633879781420765
"1",1.48753166949888,4.45190261325602,2.53480939376146,2.31183308919915,0.639344262295082
"54",1.49026912356888,4.37905493704537,2.54461138728411,1.56999066274937,0.644808743169399
"52",1.54425406682458,4.26659127643862,2.54473854825048,2.3008945900313,0.650273224043716
"93",1.48498722303747,4.5739867822012,2.54673171523839,2.53072815337517,0.655737704918033
"180",1.55223176211711,4.23831845409274,2.55448751329127,2.12077599961342,0.66120218579235
"22",1.56861100325759,4.33073868735177,2.55655874649388,3.24402178587682,0.666666666666667
"85",1.50651529049053,4.42707320545786,2.57897035235105,2.02165312478852,0.672131147540984
"7",1.5308573709953,4.41071208585767,2.58216440800686,2.55179033165247,0.677595628415301
"102",1.54659966643576,4.5309866633112,2.6001370985591,1.84049362584133,0.683060109289617
"118",1.64873525295117,4.43689675582715,2.65145353491089,4.54816649817839,0.688524590163934
"139",1.56499688107852,4.71387539063045,2.65451614299048,1.58656517237178,0.693989071038251
"151",1.58793519046811,4.70115223023341,2.65861977087192,2.15616590145404,0.699453551912568
"97",1.60116019880479,4.57142154818085,2.6876403939975,3.29154722377066,0.704918032786885
"182",1.64840339491035,4.45971380054103,2.69115577651063,2.51571138419234,0.710382513661202
"179",1.68507322318512,4.46476395051488,2.72684369457105,3.15255310306341,0.715846994535519
"61",1.66608617278912,4.66806552674345,2.73150393979701,3.14196499910002,0.721311475409836
"150",1.58600040122106,4.99407481937486,2.73933841151011,2.96273556518053,0.726775956284153
"17",1.71492154997084,4.55232612508083,2.74047105829617,1.85839772491764,0.73224043715847
"137",1.65170598898021,4.71724044824855,2.74531986778413,2.0407040278572,0.737704918032787
"34",1.65777374808922,4.67994593623484,2.75247191500382,2.92994031169167,0.743169398907104
"69",1.69464856999283,4.79572380090271,2.80697265489446,2.20996352004719,0.748633879781421
"24",1.72887148429161,4.63184431649243,2.81020558108636,5.89882950633673,0.754098360655738
"13",1.81365567719632,4.73046916977568,2.85720310406301,3.11621211402254,0.759562841530055
"173",1.71267710068302,4.89572027744039,2.86957958502351,2.43349889493117,0.765027322404372
"123",1.78159268052678,4.81340902898591,2.89172866402512,3.62973511747988,0.770491803278688
"155",1.69574421816367,4.94175121715536,2.89316009759366,2.21557023393956,0.775956284153005
"184",1.76579973119127,4.94537411242885,2.95370662270523,3.27150133498843,0.781420765027322
"92",1.79620704073562,5.2109105754357,3.02762227289772,3.2577796332884,0.786885245901639
"98",1.79772137059403,5.30985074347067,3.05475311266255,4.31606322801864,0.792349726775956
"112",1.75984780126068,5.53335186069573,3.07994193530963,2.64851045732469,0.797814207650273
"115",1.84166473323405,5.22492907753337,3.0854607415909,2.10596374464723,0.80327868852459
"35",1.87863511946053,5.26847323290549,3.09217963416111,3.5072622541187,0.808743169398907
"144",1.83053462886232,5.39617278303418,3.14529005892406,2.06325309531282,0.814207650273224
"74",1.91474064475927,5.15209925810388,3.18644173424496,2.5595155119369,0.819672131147541
"101",1.96740616571668,5.43774399451351,3.18950250380817,2.38528897500636,0.825136612021858
"130",1.89544622108056,5.46152384969628,3.19736313879346,5.13967820196984,0.830601092896175
"165",1.96390571855842,5.30952521258757,3.20317740270821,2.88706364196039,0.836065573770492
"114",1.97434145269101,5.26907937335941,3.21539881112748,2.48458144791401,0.841530054644809
"81",1.99329828320177,5.28483929405421,3.23240176093289,3.25894678499769,0.846994535519126
"108",1.91491410742875,5.48926271976759,3.24348089637856,2.89652544028875,0.852459016393443
"46",1.99389813668704,5.44091400213044,3.31079461577621,3.07259162976587,0.85792349726776
"73",2.09175043369914,6.0438873883955,3.48367270963464,2.46795090275385,0.863387978142076
"58",2.09204723264244,5.76843425682701,3.49566887017434,3.02394765891225,0.868852459016393
"175",2.15492934105031,5.72040203609944,3.4996352961534,1.94833529751481,0.87431693989071
"153",2.15082336804635,5.88002537273183,3.50165553060368,5.72747013376013,0.879781420765027
"86",2.17319503526892,5.75810633477214,3.5393984642743,5.13694151850783,0.885245901639344
"59",2.16874433645944,5.81054610840542,3.53943338951615,2.26448117858483,0.890710382513661
"183",2.17216136948375,5.89639112669127,3.55649351105348,5.4600423847974,0.896174863387978
"154",2.20516202951894,6.04616529447772,3.64329358493614,2.79375114101705,0.901639344262295
"5",2.30130997101609,5.95109952752493,3.72413928120393,2.94763254378399,0.907103825136612
"147",2.07811382343611,6.98935539576353,3.73442454615921,6.51789813527669,0.912568306010929
"10",2.25994720545998,6.3472793449004,3.77017148102655,3.25743333547506,0.918032786885246
"141",2.44550150689132,6.33649597094706,3.89457051233362,3.06576531805156,0.923497267759563
"79",2.23101752752962,7.32337777303239,3.99171708497029,5.0027686202407,0.92896174863388
"117",2.48838585858496,6.68350445278193,4.02812800817337,4.06561481136211,0.934426229508197
"40",2.48329051604412,6.83469318265781,4.07296473101792,1.99988178977726,0.939890710382514
"91",2.4615597606611,7.00752138077553,4.10583043935194,4.13908809544922,0.945355191256831
"84",2.47211650690705,6.87962452300943,4.12751531315976,3.81149790861368,0.950819672131147
"66",2.51204002094863,6.82510768813159,4.1459651963885,5.7394111423458,0.956284153005464
"11",2.60084647541643,6.91128258087107,4.23127629592699,4.72146619649094,0.961748633879781
"4",2.76863303040114,7.6497437871217,4.54030955920457,2.85217089941077,0.967213114754098
"158",2.71747805999406,7.78956104615961,4.59904153416714,3.98099636765857,0.972677595628415
"65",2.79258978062154,8.30749310222302,4.80438534707576,8.58293401061159,0.978142076502732
"76",3.06019501781021,9.34253563554611,5.24135897236832,3.05226847874854,0.983606557377049
"142",3.6236298708086,10.0539882503922,6.08551439307708,5.90138721891225,0.989071038251366
"90",5.04945043985547,16.8701835083261,9.0842191418204,6.43355293282389,0.994535519125683
"145",6.48879241095517,32.1704531358081,14.6266808942193,19.7859720147615,1
